review_id,source,product_category,review_text,rating,label
REV00273,Google Play Store,Games - Social Deduction,"The game concept is great , graphics as well. My only problem is the user to user interactions. I believe this game is quite old yet there's been almost no development on that side. I'd be sending game invites to people and won't even know if they are online, in a lobby or even in-game. It's hard to properly make friends on among us without asking for their IG account... cuz if I were to leave the game it's likely we might never play again. Please review this @devs",3,neutral
REV00274,Google Play Store,Games - Social Deduction,"Among Us is a fun and interesting multiplayer game, but without voice chat it is not very enjoyable. The game depends on communication, discussion, and trust between players. When there is no voice chat, it becomes slow and less exciting because typing takes time and reduces the fun. Voice chat makes the game more intense, funny, and realistic. In my opinion, Among Us is much better with voice chat; without it, the game is not that good.",2,negative
REV00275,Google Play Store,Games - Augmented Reality,"Android user here. ever since the new update, I haven't been able to play the game. I just get ""GPS signal not found 11"" every time I open the game. apparently this is already a widely reported issue. Fix it for the love of God before community day. If I lose out on a free shiny because of this I will absolutely uninstall and never play it again.",1,negative
REV00276,Google Play Store,Games - Sandbox,"I love it but... I love playing this game, but when my old tablet stopped working I lost all the worlds. I am talking at least 20 months of building and creating. And I did not have a account with them, so I am disappointed about that. But I stil love playing. Also I want to thank the creator of this app for creating 🎉 . ps: I would love to see one way glass 😉.",4,positive
REV00277,Google Play Store,Games - Shooter,"The most important thing that ruined the experience for me about this game is the matchmaking. It doesn't make sense that returning after a long time,that if you win you, on the very next game you get on the next match players that are in leages way over you like, im on elite 1, ELITE 1 and get paired again Grand Master V. Not going to reinstall this game ever again. And the free to play events aren't made for new players.",3,neutral
REV00278,Google Play Store,Games - Action,"The game itself is awesome and very fun to play, but the app performance is really bad. It freezes all the time. For example, when I click “Play Again,” very often (probably every 3 games) the game gets stuck on “Looking for players” for a long time and then the app freezes. My internet connection is perfectly fine, but I still get lags. Sometimes the game simply doesn’t load at all. The gameplay is great, but the technical issues make the experience really frustrating.",3,neutral
REV00279,Google Play Store,Games - Battle Royale,Nice and smooth for not flagship gaming phone. But i recommend that side car vehicle is useless why because driving it not comfortable when it fly or jump by humps. It cause a more delay of player that getting away from the bluezone. I hope you consider it done i think. Im sure i not the one who huzzle that kind of vehicle. And add the 8x scope hope in the future updates is use rifle arm not just sniper or longrange weapon. And i thank you thats all.,5,positive
REV00280,Google Play Store,Games - Racing,"Hello, I am writing this cause I own a newly launched 'Oneplus Nord CE5' and when I play asphalt legends unite the game doesn't constantly run on 60fps. Can you please optimize the game for OnePlus nord ce5 Device - Oneplus Nord CE5 Processor - Mediatek Dimensity 8350 Apex.",3,neutral
REV00281,Google Play Store,Games - MOBA,"Fix your matching system. It did get better along the way but what I don't understand is why I (solo) keeps getting paired up with players who are in duos or trios? The whole reason I began playing solo is to play solo, not to expect duos or trios who plays with someone they invited. It should be fair that if someone plays solo, then they also get to have enemies who are in solo matchmaking.",3,neutral
REV00282,Google Play Store,Games - Social Deduction,"The game itself is actually very good, I just have one small criticism. There should be level locked servers. Most who play on expert servers are just starters, who have no idea what they are doing, the meaning of 'expert' being butchered. I think to make expert servers level locked until you are level 20, or to add more experience categories that have level locks. This would make Among Us a lot better, because 'expert' servers would have a real meaning, not fancier beginner servers. Thanks!",3,neutral
REV00283,Google Play Store,Games - Action,"I loved this game and I still do but there is a problem occuring with this game now. So I lowered the stars from 5 to 2 stars as to seek attention. I can not log in to the game with my supercell id because when I type my gmail address in and request the otp, the game crashes. I have 3 super cell ids and I have been a nice player with 40k trophies on my main. I have played till the last update (of second buffies release) and my phone is Redmi 9. Please look into this. Edit: new update no bug gone",2,negative
REV00284,Google Play Store,Games - Shooter,"Overall great game, battle royal, multi-player and zombies are amazing. There's so much to do and u only stop and play at ur own pace. My only problem is the freezing and slow movements especially in DMz recon. Also the storage is too big and it's mostly skins and camos, bt I dnt get why we always fighting against spec ops only coz I ddnt download skins, why can't the call of duty server handle different skins and not that players have to download all of them to see them while playing?😒",3,neutral
REV00285,Google Play Store,Games - Puzzle,"bug is there. Silver Chocolate Box is not filling up and game is not moving further. we have to close the app and reopen it and choose the level to play and again after completing that chance, same cycle of closing and opening has to be repeated.",1,negative
REV00286,Google Play Store,Games - Strategy,"Most Recent Update has ruined the game. Level 16, Heroes, and Evolutions to some extent have maxed out the ""Pay to Win"" aspect of the game to the point that it is no longer playable. If you want to casually play, you will suffer. I wish the very best to new players, as content creators have made it a mission to smurf lower ranks with a maxed out card to troll new players. This game is the League of Legends of mobile gaming, and after over 10 years of playing I've hung up my hat.",3,neutral
REV00287,Google Play Store,Games - Sandbox,"I've been playing this game for so long and have spent money on a lot of clothes, faces, accessories and games just for Roblox to remove them or make them free. The animated faces DO NOT look good and all the ""realistic"" clothing and heads look weird and just bad in general. there's also no refunds so if they remove a game or clothing item that you bought you don't get your money back. Honestly I think that Roblox has just gotten worse over the years and that it's not fun anymore.",1,negative
REV00288,Google Play Store,Games - Puzzle,"Giving Candy Crush 5 stars! 🍬 This game is such a vibe , super addictive, colorful, and honestly the perfect way to kill time. I love matching candies, unlocking new levels, and just seeing how far I can go. Lowkey, it’s the ultimate stress-buster and I can spend hours playing without even noticing. Totally recommend it for anyone who loves fun challenges and sweet rewards!!!!!!",5,positive
REV00289,Google Play Store,Games - Strategy,"The removal of the books has drastically slowed down F2P progression. Claiming that this made the progression system ""smoother"" is basically a bold-faced lie. I'm not a F2P player, but I stand firm against dishonest marketing tactics. The game itself is great; lots of content, no ads, good for quick game during breaks at work. Just dishonest marketing tactics that did not used to be here. I hope whoever is in charge takes a step back and becomes more honest with the players.",2,negative
REV00290,Google Play Store,Games - Battle Royale,The new UI is REALLY REALLY REALLY THE UGLIEST. please bring back the old lobby. tbh pubg it's not getting better..its getting worse by now. change it back to the old one. Most players love the old UI and hate the new UI. TRUST ME.,1,negative
REV00291,Google Play Store,Games - Augmented Reality,"Long time fan, star rate recently went down. Have to pay more to access features on game. There is no coupon on Google that goes directly to Pokemon Go now for a discount even for a little saving. I can't access the free items in the Pokemon Store after paying so much. The big update pushed me up 20 levels but didn't really do anything different. I just had to delete a bunch of items. After 8 years of playing and tons of money I'm thinking of deleting the app unless something really fun happens.",3,neutral
REV00292,Google Play Store,Games - Strategy,"Started playing Clash of Clans again after YEARS and bro the nostalgia hit different 😭🔥 Used to play it a lot back in school for a few years, then left it to focus on studies. Came back now and damn—so much has changed. More features, more options, everything feels upgraded fr. Tho ngl, people feel less active now…but I’m still getting that same old vibe I loved 🫶✨ Just playing chill this time, no stress—only memories and fun.",5,positive
REV00293,Google Play Store,Games - Puzzle,"It would be nice to make my own choice of pattern before the level I am on starts blinking. Very annoying. There should be a nice delay before the board gives the choice it wants me to take. Again, very annoying. I will skip a life, or just get out of the game completely and go back at another time. If money wasn't invested, this game would have been deleted a long time ago😡",1,negative
REV00294,Google Play Store,Games - Strategy,"Clash of Clans is still one of the most polished mobile strategy games out there. The base building system is simple to learn but becomes very strategic as you progress. Planning your layout, upgrading defenses, and managing resources keeps the gameplay engaging long term. The clan system is one of its strongest features. Clan Wars and Clan War League add real teamwork and competitive depth. Attacking strategies require timing, proper troop combinations, and good spell placement,",4,positive
REV00295,Google Play Store,Games - Action,"it's a good game to play with friends. But there are a couple of things that would make the games better, like the probability of the star drops, u get a mithic, and then u get excited just to get coins or something u don't even want. But overall is a great game. 🎮",5,positive
REV00296,Google Play Store,Games - Sandbox,"Great history, but terrible now. The creator has chosen money, Ai for everything, and expansion above all else. They just made full mask cosmetics, scanned with AI, and made them more expensive. because we want to cover our faces from the ugly AI ones. this is some ABHORRENT kind of greed and lacking of care for the community.",1,negative
REV00297,Google Play Store,Games - Strategy,"It's a great game overall, my biggest complaint is how pay to win the game can be, about 75 percent of the items in the shop are bought with money, which makes it so much easier to level up cards instantly. I don't like about paying for mobile games, so I've always been a free to play user. There's been some challenges against pay to win users, but nothing major if you manage to have good level cards",4,positive
REV00298,Google Play Store,Games - Action,Idk if it's just me or it just crashes almost every time I play. Also the pairing system is trash. You will have bots on your team going up against pro league players. If they can fix that it game will be fine. But besides that a four star.,3,neutral
REV00299,Google Play Store,Games - Strategy,"The game is very fun and I have been playing it for about 10 years. This account is only 7 years old. First, why is there no simple explanation for every update? Sometimes it is hard to understand what changed. Also, why is there no report system for players who leave the match early? It is not fair when one teammate leaves and the other player has to fight alone against two people.",3,neutral
REV00300,Google Play Store,Games - Racing,"I can't put this game down. It's addicting, and as someone on the spectrum, most racing games I hate because I can never get the hang of controlling the car. Even though the cars can be autodrive, its still a challenge due to your own decisions during the race. But the blueprints? After a bit, its such a hassle to get blueprints to upgrade cars. It's way too hard to get them, and way too much to buy them, not everyone has money to just blow on a game. It shouldn't be so hard to get upgrades :(",3,neutral
REV00301,Google Play Store,Games - Puzzle,"I'm on level 6647, I've played this game for years. I've discovered that, once you progress, it's impossible to win without buying stuff. So, years to get me hooked, now you're charging. You're no better than a schoolyard drug dealer, do I'm uninstalling, and I'm out.",1,negative
REV00302,Google Play Store,Games - Strategy,"Game becomes worse over time. 1. Old multiplayer model was changed to allow players to attack however they want. 2. In reality, it forces players to do 24-30 attacks every week, with no alternative. 3. Then they add anti-spam for league attacks, meaning we have to wait 3 mins between each attack. I have no idea why Supercell wants to make their players suffer. The game is no longer fun for me. Might end up uninstalling soon if this doesn't change 💔 On plus side, I guess I'll save $7 monthly",1,negative
REV00303,Google Play Store,Games - Action,"On March 5, 2026, a bug appeared in the game through which 100 free Chaos Drops were being given. When I opened the game, the drops started appearing automatically. These drops were unavoidable and I simply received them while playing. Today, the Brawl Stars team reduced my resources by -8000 as a recovery measure. However, this was not my fault; the issue was caused by a problem within the game itself. I believe it is unfair for players to be penalized for a mistake made by the game developer",1,negative
REV00304,Google Play Store,Games - Strategy,I just installed this on my new samsung s26 but I have it in my ipad too. The problem here in my anroid is it always has no connection the first time i am opening it and i have to retry a lot of times. Unlike my ipad which connects to the same internet does not have any issues opening the app. I hope you guys can fix this,3,neutral
REV00305,Google Play Store,Games - Sandbox,"Edit: The issues are fixed, and the controls are better now! Thank u for fixing it! 😙 — I love Minecraft, but the changes to the controls were unnecessary and now it just feels off. Also, for whatever reason, whenever I try to make a character, a loading symbol appears and it doesn't let me do anything, even when close and reopen the game. I'm not sure what that's about but I'm hoping something can be done about it.",5,positive
REV00306,Google Play Store,Games - Action RPG,I love genshin and I think that it's time for the game to put three banners for the old characters that haven't had their rerun I'm still missing kazuha in my acc c'mon genshin hsr already have 4 characters featured in every update plus the new characters also in this way you can rerun archons and old characters that are highly anticipated on they're rerun by players.,5,positive
REV00307,Google Play Store,Games - Sandbox,"its really fun ,but what i dont like is the ""continue play"" feature. games that i have been playing alot of months ago kept appearing at the very top of the list of game i had played just for a few weeks. i got scared thinking there is someone in my account but i found out people are also experiencing the same thing. can you please fix this bug?",4,positive
REV00308,Google Play Store,Games - Strategy,If you want an experience where your opponent cards are consistently 2+ your card levels then this is the game for you. Nothing is more annoying than losing an engagement that would've worked if your cards were higher level.,1,negative
REV00309,Google Play Store,Games - Strategy,"good game. played for a very long time, a major part of my childhood. good strategy, characters, basically everything. doesn't even take up much storage or data when playing either. HOWEVER, recent updates were horrible. Many friends who played this game are leaving, and I will too. the addition of champions, level 16, and two hero slots just made this game pay to win. strategy is no longer needed, as those who are rich can just pay money to buy champions, who have insanely unbalanced powers.",3,neutral
REV00310,Google Play Store,Games - Shooter,"Call of Duty mobile is an amazing first and third person shooter, it's got alot to offer in movement, weapons, vehicles, tacticals and more, battle royale is my favorite map, containing vehicles across the entire map for you to drive, in the big open world map named isolated.",5,positive
REV00311,Google Play Store,Games - Battle Royale,"Is it possible to add a dark mode to the new lobby in update 4.3? Many players spend long periods in the waiting area, and this white color is annoying to many of them.",4,positive
REV00312,Google Play Store,Games - Battle Royale,"I'm a 2018 player I been facing some huge problems, recently starting from the 4.2 Update my sensitivity changes automatically even tho it shows the number I set but some scopes like the 6x sensitivity remain same even if I put it to 0 or 300 the touch stays same and game is becoming really really laggy in moments where enemies are near and sometimes enemy doesn't get knocked after 20 bullets hitting their head and today the new 4.3 came out and the UI changed my button placements please fix it.",2,negative
REV00313,Google Play Store,Games - Puzzle,"candy crush has become therapeutic to me. I just downloaded and started a new game on my second device so I don't go out of lives. when I'm out of game lives on one device, I pick up the second device and play. by the way, I'm on level 19,620 on the first device 😎",5,positive
REV00314,Google Play Store,Games - Sandbox,"Roblox was the best game ever until it kept updating with face age verification because it thinks I'm 10 and, the updates in the avatar selection getting rid of the most popular head (chubby cheeks) is now not available. You have to individually buy different heads with different faces for that head and it cost robux which cost real money and it's now just really expensive.",3,neutral
REV00315,Google Play Store,Games - Strategy,Been playing this game for 10+ years and now my account got stolen and support team is trash there is no real person in support team. i even have purchase verification but there is no one to calibrate that. Once your id is stolen its stolen they wont help a bit to get it back. you will feel bad about your and just accept that its just a game and they just want money and supercell dont care about their players a bit. play this game if you dont care about your id. had more to write but thismayhelp,1,negative
REV00316,Google Play Store,Games - Sandbox,"I love Minecraft and I've been playing for years, I'm currently having a problem with my realm I keep getting kicked and given the error code ""Terracotta"" I've already tried all the troubleshooting suggestions several times on all my devices. this has continued for 3 weeks and I'm completely out of ideas how to fix it. even tried replacing it with an older save and hasn't worked. this doesn't happen to my friends and it doesn't happen during single player either. I miss playing in my realm =(",1,negative
REV00317,Google Play Store,Games - Battle Royale,"My game Honor Score had dropped to 84. I played several matches and managed to increase it to 89 before logging out. However, when I logged in today, I saw that my score is back to 84 again, even though I haven't played any matches since reaching 89. How is it possible to play the game if this keeps happening",1,negative
REV00318,Google Play Store,Games - Strategy,"Hands down the most frustrating game I have ever played. Could be great, but Devs dont care. Have left multiple reviews and messages about the outrageously one sided spawn rate. Couldn't take it anymore, had to delete the game. Which really is too bad because it's not the games fault that it's upkeep is so poor. Absolutely awful. Save your time and your money. There are better out there.",1,negative
REV00319,Google Play Store,Games - Sandbox,"Edit : Dropped to 3 stars because of some bugs. Some games i play will randomly get lag spikes and jumped up the pings to 300+, while other games like 99 nights does not making any lag spikes, but instead all textures will get blurry only for a moment. I have no ideas what's going on with that issues, but fix it as soon as possible so i can play some games in peace, instead of focusing on adding features that no one asked for. Besides of that, it's still playable, so best to get used to it.",3,neutral
REV00320,Google Play Store,Games - Social Deduction,"good game, but everyone single time it kicks me out of the server because of wifi or the ""sending 6 pings"" thing, it says I intentionally left and I can't play another game for 25+ minutes. the intentional pause in my opinion is pretty dumb anyway but I can deal with it, but the fact that it's glitching and every time I disconnect and it says that, I can't deal with that as i can't play the game. please fix !!!",3,neutral
REV00321,Google Play Store,Games - Endless Runner,it's very fun Edit: Your welcome! Ive been playing ever since I was a preschooler and I loved it alot! im happy others can enjoy it like me!,5,positive
REV00322,Google Play Store,Games - Racing,"The quality and optimization is 10000000000000/10!! ABSOLUTELY MIND BLOWING ...AND more mind blowing for a phone!! And... the minus points are; 1.a bit harder because we can't get cars with credits and tokens. 2.no motorcycles. 3.3D mode looks a BIT awful.... 4.and, as I said we can't get vehicles with money,(in-game money)getting credits are 100x easier, but what's the main point of 'em? only tuning.... Thank you😁🙏🔥💥👌",4,positive
REV00323,Google Play Store,Games - Augmented Reality,the game is very fun and amazing I can catch new Pokemon through the game learning stuff some of us didn't know you can add your friends in the game as well and play with them Yes there may be some freezes and stuff but the game is just fun throughout It's basically just one big adventure,5,positive
REV00324,Google Play Store,Games - Sandbox,This is a wonderful open world game i like it most. The new events are perfect. But one problem to make more reality and new animals can introduced. The graphic in mobile will be increase. I like the tree and new golem. new model of build and farme are formed new model of block and new animals will make. thank you giving a good game for us,5,positive
REV00325,Google Play Store,Games - Racing,"Ok, great game... however, the monetization is horrible. That's not to say that I won't or haven't, or don't want to, spend anything on it. But there are so many different ways this game is monetized that it's hard for me to even know what's gameplay and what's locked behind some paywall. The racing is awesome though. I've been playing since early asphalt 8 and I've never found any other racing game on console or simulator that hits just the right niche for me.",4,positive
REV00326,Google Play Store,Games - Strategy,"New updates would've been hype if it was added YEARS ago, players had those problems ever since the game was in its prime. Game became too soft just to attract new players and revenue, while old players back then used to grind so much that that made the game addictive. The game lost its essence now",3,neutral
REV00327,Google Play Store,Games - Endless Runner,"This game is very good, I have been playing it since childhood, earlier it had less features but now it has become more advanced. I want to tell you one thing that when we use hoverboard, sometimes we want a fast hoverboard and sometimes a normal one, I want to tell you you should add a feature when we play game means while running in game we can chnge tha hoverboard instaed. I hope you understand what I try to say .....",4,positive
REV00328,Google Play Store,Games - Sandbox,"I used to love this game so dearly, but after all the new updates it's become horrible. The dynamic faces look like they were made by ai, and you even have to have a subscription to do the one thing this game was built on, that everyone could create. They've become money hungry and filled with ai features and I will more than likely be deleting this game soon.",1,negative
REV00329,Google Play Store,Games - Sandbox,"After the update,everytime i open my world when having the WiFi turn-on my minecraft's not working but when I turn it off and open why world again, it work. Its kinda annoying that I can't use WiFi when playing this game. Especially when I want to play with my friends. Please fix it!!!! 🙏😭 . My device is Honor X7d by the way.",3,neutral
REV00330,Google Play Store,Games - Augmented Reality,"Overall, it is a good fun game. The graphics fit the needs. For this game, not much more is needed. Battling is simple and fast-paced. Catching is straightforward and easy. Event's happen 24 7 The game gets updated regularly. It is a bit laggy and has some glitches here and there, but overall, it fits the bill for a mobile game. Trading isn't the greatest, especially the remote trade feature. And the game does seem to want a lot of money, but it is still a free to play a game.",4,positive
REV00331,Google Play Store,Games - Sandbox,"It keeps on freezing when I open the app. Sometimes, it works, but can you please fix the freezing part? Also, when you go inside an entity, it will go ""see through."" It will turn into tiny pixels, which makes it super glitchy! It is really annoying, so please bring it back when you can just see inside the entity? Thank you",3,neutral
REV00332,Google Play Store,Games - Puzzle,"uninstalled! its not a game anymore, it's just a platform for advert revenue. Most levels are complete first try, the more you play the more bonuses you get making each level even easier..... all for the purpose of getting you through as many ads as quickly as possible. Temu, Copilot and trading 212 on repeat sometimes the same ad 3 times in a row, with each ad begging like 40 seconds, then of course another 5 seconds after skipping to skip again for some reason.",1,negative
REV00333,Google Play Store,Games - Action,"After returning to the game after a multi month hiatus, I was NOT expecting to return to all the new content, some of it was confusing at first, such as the buffies, and some was irksome (lvl 11 and hyper charges) I had thought my maxed brawlers got nabbed by a lvl at the time XD. But after getting back into it, getting used to the new mechanics and such, gotta say. It is DEFINITELY a more chaotic experience, MM needs fixed tho I'm at 14k trophies going against 28-30k trophy players",4,positive
REV00334,Google Play Store,Games - Racing,"The current Black Friday Spotlight is terrible both in design and gameplay, as it is not rewarding to free2play or pay2win players, it is very grindy , the shop contains x1 blueprints which is unacceptable ; limited spotlight currency , expensive shop refresh costs and a whole lot of other problems with it. Overall, terrible event.",1,negative
REV00335,Google Play Store,Games - Social Deduction,Game is disconnecting me in middle of games. This happened 10-15 times. Now I'm just frustrated.,3,neutral
REV00336,Google Play Store,Games - Sandbox,"this game has tuns of bugs they never fix even after ""updating"" it. heres all the bugs I've discovered that they haven't fixed for months/years. rejoin button when you disconnect doesn't work, when you leave a game, you join the game again for no reason. impossible to play on mobile, joystick bugs out moving on its own, bugged clothes when you wear it makes you huge. i could go on and on about the bugs and bugs are like only the tip of the iceberg, i dont recommend this game.",1,negative
REV00337,Google Play Store,Games - Battle Royale,4.3 update is very bad. very disappointed. we want back old lobby. Don't change lobby only change event please. We want old lobby. it's very difficult to find setting. all are very small and like cartoon 😡😡,1,negative
REV00338,Google Play Store,Games - Sandbox,"Minecraft is the best game and I've always loved Minecraft, but recently the updates have been increasing the resource demands of the game and made it unplayable on lower end devices. I know that to make the game better more resource intensive features need to be added. So, I think some way of reverting the game back to earlier versions should exist like the launcher set up in PC and it doesn't even need to have multiplayer. If you have a good phone get the game.",3,neutral
REV00339,Google Play Store,Games - Sandbox,"i think updating it i a waste of time and we dont need to do it. but overall it's a great game to play and make friends but we need our chat box back bc it should not take our voices so yeah. i love this game in my opinion, and we should get the choice to choose what gets updated, like the faces should not change, no matter what. but overalll this is a great game to play and get more social when playing.",3,neutral
REV00340,Google Play Store,Games - Strategy,"Most of the loot from chests is disappointing, and players receive common chests far too frequently. In the old Gold Pass, we were guaranteed at least 6–7 potions. However, in the new system, players are often getting less useful rewards like gold and elixir instead. The new Gold Pass should at least guarantee 1 legendary chest, 4 epic chests, and 6 common chests. Additionally, the ore economy needs improvement. I hope these issues will be solved soon.",2,negative
REV00341,Google Play Store,Games - Action,It's a really good game but in my device when i click or play a match my screen goes black and then closes the game i don't know if that's my mobile problem or the games but it's so frustrating i might delete it Device- Redmi A3 other wise everything is good so I would like to ask the developers or anybody who can fix it it'll be a pleasure,3,neutral
REV00342,Google Play Store,Games - Racing,"I have been playing this game for about 2 years now, so heres my experience (without using money). I'm stuck at chapter four in career as the cars needed are way too hard to get. Multi-player mode is alright, but I usually vs level 18s, and the car/physics perform bad in this mode. New updates sound fun, but then then it is just expected to have the cars, as you won't make progress in the new events. All in all, this game would be good if it wasn't too p2w. Customer support is awesome, however.",3,neutral
REV00343,Google Play Store,Games - Endless Runner,I am happy that we can play this without internet and u get so many events in this but one thing is there there are some characters which u can unlock by using keys I wanted to unlock one character but it said to have keys but I was not having enough keys so the character I couldn't get,5,positive
REV00344,Google Play Store,Games - MOBA,"Been playing this game since 2018. Always been enjoyable but in the past few months, the matchmaking algorithm just plainly sucks! SERIOUSLY. What kind of matchmaking logic do you have? Literally the teammates I get are WORSE than AI. Heck, maybe I'm better off playin with AI. Imagine, each 1 win, 1 lose after. Can't have win streak, more often than not, it's lose streak. WHAT'S THE POINT. Supposed to be stress reliever, but the opposite. MYGOD.",1,negative
REV00345,Google Play Store,Games - Endless Runner,"I Love this game. it's really fun to play and I can play even without wifi or internet. the only thing I'm complaining is that sometimes the add freezes so I have to reopen the app. but despite that, it usually doesn't give you adds unless you choose to.",4,positive
REV00346,Google Play Store,Games - Strategy,"every content creator I see they have a good time with the game... while free to play players? they get hell from you! fair was never in your vocabulary, content creator get three badges instantly while free to play players takes them awhile, tells me that you don't want them to lose interest in it, and every match I am in in chaos mode I'm always given the worlds crappiest choices while my opponents? they always get choices that are very good, as if those matches were meant specifically for me!",3,neutral
REV00347,Google Play Store,Games - Augmented Reality,"1. ""routes"" consistently drop its progress if you try to catch pokemons while you are moving. So you should either cancel it, or go back as an idiot to the point where it will allow you to proceed again. questionable game design, ridiculous implementation. 2. you can buy a battle pass to connect remotely to the raid boss, defeat it and then simply not catch it, because it is ""fun"" apparently.",1,negative
REV00348,Google Play Store,Games - Social Deduction,"I play among us but I get bugs which the control won't let me move normally and also it banned my account just because I've ""been swearing a lot"" even though I didn't, Innersloth please unban my account please. Also fix the getting disconnected bug, it happens to me a lot.",2,negative
REV00349,Google Play Store,Games - Battle Royale,"Been playing since it launched and it has changed a lot. Skins and events were so much better. Looking kinda cheap. I love the game but I remember we used to get way more stuff without the timer. You would actually get free stuff. Is not like it used to be. Is an ok game but if you compare from when we started, is a big change.",4,positive
REV00350,Google Play Store,Games - Racing,"The game was good when I first got, but now it's just horrible. It's almost impossible to get any good cars without having to pay money. The car hunts are not even worth it anymore, you basically have to play the event for a whole month to even get the car. Drop rates have gone done to basically 1 in every 100 packs. You used to be able to get good drops and get good cars quickly. Now it's basically pay to win, $50 won't even get you a full car. Do better Gameloft.",1,negative
REV00351,Google Play Store,Games - Shooter,this is the game where I was addicted a lot after so many years this is more realistic than battlegrounds and free fire.. i like the hp which is single time not getting energy everytime basically in real life our energy decreases by hitting a bullet but in games like battle grounds and ff wr can refill hp but supplements which is not realistic... but in call of duty it feels very exciting and realitic game,5,positive
REV00352,Google Play Store,Games - Social Deduction,"When I leave to change server, it will disconnect and the among us will say "" you may not join for 10 mins after intentionally disconnecting ""something like that. even I didn't disconnect I just wanna leave to change server normally. Its always happening, I didn't even disconnect... Honest review! ( sorry for wrong grammar )",1,negative
REV00353,Google Play Store,Games - Battle Royale,"This game is now being pushed to worse . i mean too much hacker and fake hack report made my match making dely and also not letting me to join in group or not with my friend and showing this team containing suspecious play but not mantioning that i am that suspecious but i never used hack , for the last 7 year and even not now i do that . i hope garena will take action against real hacker not aginst real player. useless game",1,negative
REV00354,Google Play Store,Games - Social Deduction,"this game is nice and all but sometimes(most of the times)i get disconnected cuz of an ""unknown error""or a""check your wifi""thing,and my wifi is on 4 bars,signal is ALSO 4 bars.i can't even play a round two.also the suspension minute is 4-6-14-20+!!!",3,neutral
REV00355,Google Play Store,Games - Battle Royale,Love this game Playing since season 4 and now it's season 10 Only one request make it a lighter please I can't download all the maps.... 02/02/2026 new update got a better mobile so no map problem 😀 best game ever i played..... 03/30/2026 well the 8th anniversary's update is quite good and the showroom is wild..by the way don't think that I'm a payed commenter this is my own feedback,5,positive
REV00356,Google Play Store,Games - Sandbox,"Minecraft is a great game, you can build and explore the world as you want, and that's why I bought it, but the sign in page is annoying, I've been trying to sign in since 8 pm it's now 10 pm. And I'm still not logged in by the way, it's really annoying and I hope this gets fixed soon. It's worth downloading unless your trying to save your worlds, which you need to be logged in to do, but if your not trying to save your worlds and all your progress go ahead and download it ig",3,neutral
REV00357,Google Play Store,Games - Action RPG,"I have love hate relationship with this game. OK so first I really love this game and I always play it and the lore is great also the characters ! mind you I spend money on this game, but sometimes it pisses me off how my ping is always at 999 or 800+ ok so my wifi is great and I'm in the right server(Asia) my internet is ALRIGHT its working well but in genshin its so laggy and not even letting me switch to another character..and the amount of wishes u get every patch is so small. 2 stars.",2,negative
REV00358,Google Play Store,Games - Battle Royale,"Please take action on this issue. Many hackers are appearing in Free Fire, but even after reporting them, no action is taken and their accounts are not banned. Because of this, the game experience is getting worse. Also, the new characters look completely cartoonish, which does not feel suitable for the game. Kindly look into these problems and fix them as soon as possible.",1,negative
REV00359,Google Play Store,Games - Action RPG,"Amazing game. I’ve been playing it for about two years now, but the only real problem I encounter is the endgame. It feels unfinished and far too difficult for free-to-play players. You can’t get through the endgame without spending money. I understand that it’s a gacha game, but it seems impossible to complete the endgame as a free-to-play player without saving for the newest characters. That’s what makes it disappointing and takes away some of the fun.",3,neutral
REV00360,Google Play Store,Games - Augmented Reality,"I tried to open the app. It prompts me to clear the cache, so I select that. It ""optimizes"" the app and then an ""open"" option is available. Once I click that it lets me know that Pokemon Go has a bug and once the developers fix the bug, I can update the app and try again. I paid for the Bug Out event... are we gonna get back in before this event ends?!? Not to mention I have daily tasks that I can't do. Do such and such this many days in a row. If I have to start those again I'm gonna lose it!",1,negative
REV00361,Google Play Store,Games - Sandbox,I'm tired of losing my texture packs and add-ons every time I have a signal interruption. It's been more than 2 weeks this time and I still haven't been able to get them back even though Market Place says I own them. Other than that I still love the game even though I really miss my World Utilities add-on and can't do any older worlds until I get it back. \Was finally able to sign in again but lost all my worlds,3,neutral
REV00362,Google Play Store,Games - Battle Royale,can you fixed my mic problem it's still keep making noises so much my friends complain a lot . I tried everything to fixed this problem but it's won't work.my phone is new so it's not my phone problem. when I am playing games I can't even open my mic but outside the lobby it's fine please fixed this problem. I can't even communicate with my friends in game 🥺 it's really hard to play games. I did everything I uninstalled it and reinstall it I did setting but it's won't work,3,neutral
REV00363,Google Play Store,Games - Action,"I’d give Brawl Stars four stars. It’s super beginner friendly — simple controls, fast matches, easy to jump into. But it’s very grindy. Progress slows down hard once you’re past the early phase, and staying competitive takes daily play. The grind can feel repetitive, but the short matches and variety of modes keep it fun. Not perfect, but solid and worth playing.",4,positive
REV00364,Google Play Store,Games - Puzzle,"Very good game, but it crushes where it matters most, especially when you are about to win a lot of gold. Some adverts take about 10 to 20 minutes frozen, especially Fnb, old mutual and Toyota ads. Also you win more than 10 levels consecutively, no motivating rewards! Am about to reach level 18000 now. Do something to keep us enjoying.",4,positive
REV00365,Google Play Store,Games - Endless Runner,"best mobile game(to me personally) because if you're bored, you can just play this and have endless entertainment. it challenges your reflexes, plus you can play offline too. new games just aren't the same these days(not saying this game is really old), but this is definitely a great mobile game to play when you're bored or just in general; wanting to do something👌",5,positive
