review_id,source,product_category,review_text,cleaned_text,tokens,token_count,rating,label
REV00311,Google Play Store,Games - Action,"it's peak . it has it moments of having bad moments but if your skilled enough then your good 👍. try the game . NOW ! Just a bit annoying that u have to be online to play the game , but what can you do ? all the multi-player games have that .",'s peak moment bad moment skilled enough good thumbs_up try game bite annoy online play game multi player game,'s | peak | moment | bad | moment | skilled | enough | good | thumbs_up | try | game | bite | annoy | online | play | game | multi | player | game,19,5,positive
REV00312,Google Play Store,Games - Sandbox,"The constant updates are getting annoying at this point. You guys keep updating the app & apparently ""fixes"" the problems when on the contrary, no problem has been fix at all. We'd appreciate it if yall developers do something about the bugs & glitches that occurs while playing. Also, people have been asking 4 a customizable control 4 several years and you guys still havent thought of adding it. Whats more, we modify a few things on the app & the constant update makes it a big hassle 4 others.",constant update get annoy point guy keep update app apparently fix problem contrary no problem fix 'd appreciate yall developer something bug glitch occur play also people ask customizable control several year guy still havent think add whats modify thing app constant update make big hassle others,constant | update | get | annoy | point | guy | keep | update | app | apparently | fix | problem | contrary | no | problem | fix | 'd | appreciate | yall | developer | something | bug | glitch | occur | play | also | people | ask | customizable | control | several | year | guy | still | havent | think | add | whats | modify | thing | app | constant | update | make | big | hassle | others,47,1,negative
REV00313,Google Play Store,Games - Strategy,"The game is very great, but there's something missing and it's a global chat... How about let's create a new feature like a clan alliance, and the clan has a different chat where all members of different clans can chat, that would be fun and sociable environment. I would give this a 5 star if that happens! 😁",game great 's something miss 's global chat let 's create new feature like clan alliance clan different chat member different clan chat would fun sociable environment would give star happen beaming_face_with_smiling_eyes,game | great | 's | something | miss | 's | global | chat | let | 's | create | new | feature | like | clan | alliance | clan | different | chat | member | different | clan | chat | would | fun | sociable | environment | would | give | star | happen | beaming_face_with_smiling_eyes,32,4,positive
REV00314,Google Play Store,Games - MOBA,"can you plssss fix the loading screen, it's so slow, like super slow. When you get out of the screen while playing in a game and come back. It starts to start over again right? And the matchmaking will start over again. The problem is the loading is so slow like it only add 1% every 2 seconds. Like it's so slow that it's starts to afk and get you an afk violation.",plssss fix load screen 's slow like super slow get screen play game come back start start right matchmaking start problem load slow like add every second like 's slow 's start afk get afk violation,plssss | fix | load | screen | 's | slow | like | super | slow | get | screen | play | game | come | back | start | start | right | matchmaking | start | problem | load | slow | like | add | every | second | like | 's | slow | 's | start | afk | get | afk | violation,36,3,neutral
REV00315,Google Play Store,Games - Battle Royale,"I played 3 matches on Livik, and in all three matches I faced the same issue. My character was not moving properly at all. The player only moves when I jump, otherwise the movement stops completely. Even after getting knocked, the character starts moving again, which makes no sense. This bug makes the game unplayable and ruins the whole match experience. Because of this problem, I lost multiple matches. This is a very bad update and it needs to be fixed as soon as possible.",play match livik three match face issue character not move properly player move jump otherwise movement stop completely even get knock character start move make no sense bug make game unplayable ruin whole match experience problem lose multiple match bad update need fix soon possible,play | match | livik | three | match | face | issue | character | not | move | properly | player | move | jump | otherwise | movement | stop | completely | even | get | knock | character | start | move | make | no | sense | bug | make | game | unplayable | ruin | whole | match | experience | problem | lose | multiple | match | bad | update | need | fix | soon | possible,45,1,negative
REV00316,Google Play Store,Games - MOBA,"only giving it one star, after playing for a long time I noticed the matchmaking is not proper you know especially end seasons, you get to play with the ones that were already mythic and your still have a low rank, and you accidentally play with those type of players, and it's really kinda unfair for new players that have just turned Epic and played against those players especially if they still don't know how to use the hero properly, I don't know if it's just me but it really annoys me much!",give one star play long time notice matchmaking not proper know especially end season get play one already mythic still low rank accidentally play type player 's really kinda unfair new player turn epic play player especially still n't know use hero properly n't know 's really annoy much,give | one | star | play | long | time | notice | matchmaking | not | proper | know | especially | end | season | get | play | one | already | mythic | still | low | rank | accidentally | play | type | player | 's | really | kinda | unfair | new | player | turn | epic | play | player | especially | still | n't | know | use | hero | properly | n't | know | 's | really | annoy | much,49,1,negative
REV00317,Google Play Store,Games - MOBA,"this game is a headache. I'm playing well but I still lose because of my teammates. so maybe it's time to leave, it's too stressful haha. so if you have friends to play with I would recommend this to you but if you don't have friends to play with haha don't download it... You might go crazy from losing one game after another... but seriously guys, if you're just in solo queue, don't download it haha",game headache 'm play well still lose teammate maybe 's time leave 's stressful haha friend play would recommend n't friend play haha n't download might go crazy lose one game another seriously guy 're solo queue n't download haha,game | headache | 'm | play | well | still | lose | teammate | maybe | 's | time | leave | 's | stressful | haha | friend | play | would | recommend | n't | friend | play | haha | n't | download | might | go | crazy | lose | one | game | another | seriously | guy | 're | solo | queue | n't | download | haha,40,1,negative
REV00318,Google Play Store,Games - Action RPG,"Very greedy and predatory gacha game. Don't recommend. At least 1 new character releases every patch, and they're likely to only work with 1-3 other specific characters, and they'll be relevant for around 3-6 versions at best. It isn't easy to get enough free currency (""Primogems"") every patch for even a chance of getting the character on the banner. Without money, you'd need to save your currency for 3-4 versions, if you complete all the available content in an average patch.",greedy predatory gacha game n't recommend least new character release every patch 're likely work specific character 'll relevant around version best n't easy get enough free currency primogems every patch even chance get character banner without money 'd need save currency version complete available content average patch,greedy | predatory | gacha | game | n't | recommend | least | new | character | release | every | patch | 're | likely | work | specific | character | 'll | relevant | around | version | best | n't | easy | get | enough | free | currency | primogems | every | patch | even | chance | get | character | banner | without | money | 'd | need | save | currency | version | complete | available | content | average | patch,48,1,negative
REV00319,Google Play Store,Games - Social Deduction,"the game is fun, but there's a hacker named auser, mostly in color red or blue, anytime he enters a lobby, everything freezes, I'll have to restart the app, and it has happened to me 8 times or more, please ban him, send a virus to his phone, just do something",game fun 's hacker name auser mostly color red blue anytime enter lobby everything freeze 'll restart app happen time please ban send virus phone something,game | fun | 's | hacker | name | auser | mostly | color | red | blue | anytime | enter | lobby | everything | freeze | 'll | restart | app | happen | time | please | ban | send | virus | phone | something,26,3,neutral
REV00320,Google Play Store,Games - Social Deduction,"While I still like playing this game, it has a huge issue with the ping. As someone who has been playing the game for about 5 years now, this was never a big deal because I have a stable network connection. But as of now even with a high internet, it still disconnects me from matches, as the game keeps suspending me for ""intentionally leaving repeatedly."" So as much as I still enjoy the game with all of the new content that keeps on releasing, they still need to fix this problem.",still like play game huge issue ping someone play game year never big deal stable network connection even high internet still disconnect match game keep suspend intentionally leave repeatedly much still enjoy game new content keep release still need fix problem,still | like | play | game | huge | issue | ping | someone | play | game | year | never | big | deal | stable | network | connection | even | high | internet | still | disconnect | match | game | keep | suspend | intentionally | leave | repeatedly | much | still | enjoy | game | new | content | keep | release | still | need | fix | problem,41,3,neutral
REV00321,Google Play Store,Games - Endless Runner,"I've been playing this game since I was a kid. It's impressive. I'd like to make a few suggestions. The game should have a platform where friends can chat and play together online. Let it have multiplayer mode. Also, the running tracks should have different routes, not just moving forward. Lastly, let there be different kinds of police chasing, even coming from the front, so we can manoeuvre. Y'know what I mean; multi-invigilator. It'll be much fun. Looking forward to your new update. Thanks😊!",'ve play game since kid 's impressive 'd like make suggestion game platform friend chat play together online let multiplayer mode also run track different rout not move forward lastly let different kind police chase even come front manoeuvre y'know mean multi invigilator 'll much fun look forward new update thank smiling_face_with_smiling_eyes,'ve | play | game | since | kid | 's | impressive | 'd | like | make | suggestion | game | platform | friend | chat | play | together | online | let | multiplayer | mode | also | run | track | different | rout | not | move | forward | lastly | let | different | kind | police | chase | even | come | front | manoeuvre | y'know | mean | multi | invigilator | 'll | much | fun | look | forward | new | update | thank | smiling_face_with_smiling_eyes,52,5,positive
REV00322,Google Play Store,Games - Augmented Reality,"All I want for Christmas is a way to sort postcards by alphabetical order so I can easily delete all my doubles. Otherwise its a fun app. I am interested to see how the new updates go. But for the love of all things good in the world, please make it easier for us to delete duplicate post cards. The sorting by sender is broken. If I can sort by alphabetical order, I can sort and see duplicates even if I have doubles from 2 different people. Please do this.",want christmas way sort postcard alphabetical order easily delete double otherwise fun app interest see new update go love thing good world please make easier u delete duplicate post card sort sender break sort alphabetical order sort see duplicate even double different people please,want | christmas | way | sort | postcard | alphabetical | order | easily | delete | double | otherwise | fun | app | interest | see | new | update | go | love | thing | good | world | please | make | easier | u | delete | duplicate | post | card | sort | sender | break | sort | alphabetical | order | sort | see | duplicate | even | double | different | people | please,44,5,positive
REV00323,Google Play Store,Games - Augmented Reality,"To be honest, as a GrandPaMohl this game is one of my favorites at the mobile section. Cuz once a gamer always a gamer. So I'm playing, at home, in the taxi and on. But I'm not doing this 24/7 or every single day. ut the game is a challenge to discover how complexion can be really fun. I'm reading that people are frustrated over bugs but i've never dicvored any bugs at all on my Pixel phone.",honest grandpamohl game one favorite mobile section cuz gamer always gamer 'm play home taxi 'm not every single day ut game challenge discover complexion really fun 'm read people frustrate bug 've never dicvored bug pixel phone,honest | grandpamohl | game | one | favorite | mobile | section | cuz | gamer | always | gamer | 'm | play | home | taxi | 'm | not | every | single | day | ut | game | challenge | discover | complexion | really | fun | 'm | read | people | frustrate | bug | 've | never | dicvored | bug | pixel | phone,38,5,positive
REV00324,Google Play Store,Games - Battle Royale,"😂 The best thing about Free Fire is probably the thrill of dropping onto the island, scavenging for gear, and fighting it out with other players to be the last one standing! 🤑 The game's got crazy action, sick moves, and it's super addictive",face_with_tears_of_joy best thing free fire probably thrill drop onto island scavenge gear fight player last one stand money mouth_face game 's get crazy action sick move 's super addictive,face_with_tears_of_joy | best | thing | free | fire | probably | thrill | drop | onto | island | scavenge | gear | fight | player | last | one | stand | money | mouth_face | game | 's | get | crazy | action | sick | move | 's | super | addictive,29,5,positive
REV00325,Google Play Store,Games - MOBA,"Please fix the matchmaking system. Every time I win like 3 matches, and I play classic, I would usually get teammates who wouldn't have much experience in playing the hero. I enjoy playing this game a lot. But the problem is, If you play too much, and play another match after you are in a winning streak, you will meet teammates that wouldn't have enough experience in playing the hero. And you also have to push the turrets, in order to win. Because mostly the enemy team is usually overpowered.",please fix matchmaking system every time win like match play classic would usually get teammate would n't much experience play hero enjoy play game lot problem play much play another match win streak meet teammate would n't enough experience play hero also push turret order win mostly enemy team usually overpower,please | fix | matchmaking | system | every | time | win | like | match | play | classic | would | usually | get | teammate | would | n't | much | experience | play | hero | enjoy | play | game | lot | problem | play | much | play | another | match | win | streak | meet | teammate | would | n't | enough | experience | play | hero | also | push | turret | order | win | mostly | enemy | team | usually | overpower,51,4,positive
REV00326,Google Play Store,Games - Sandbox,"I'm almost 17 year old and to be frank I really love this game but just now Installed Minecraft a bug in the UI system is what concerns me, the hotbar is glitchy, the pause menu is glitchy, plants and blocks even animals are glitchy, heck even the inventory is glitchy. I didn't waste my money for this and expected to be fixed.",'m almost year old frank really love game instal minecraft bug ui system concern hotbar glitchy pause menu glitchy plant block even animal glitchy heck even inventory glitchy n't waste money expect fix,'m | almost | year | old | frank | really | love | game | instal | minecraft | bug | ui | system | concern | hotbar | glitchy | pause | menu | glitchy | plant | block | even | animal | glitchy | heck | even | inventory | glitchy | n't | waste | money | expect | fix,33,3,neutral
REV00327,Google Play Store,Games - Shooter,Everything except matchmaking is best. Its not like I am very skilled if i destroyed AI team in ranked. Please check into it. I know this is the problem in most of the games. Introduce credit points system like MLBB and PUBG and give points based on the behaviour of the players. This may solve matchmaking problem,everything except matchmaking best not like skilled destroy ai team rank please check know problem game introduce credit point system like mlbb pubg give point base behaviour player may solve matchmaking problem,everything | except | matchmaking | best | not | like | skilled | destroy | ai | team | rank | please | check | know | problem | game | introduce | credit | point | system | like | mlbb | pubg | give | point | base | behaviour | player | may | solve | matchmaking | problem,32,5,positive
REV00328,Google Play Store,Games - Action,"this game is trash. extremely p2w. new brawlers are extremely overpowered. new mechanics = overpowered brawlers. classes like support and tanks are overpowered because other classes that are supposed to have their own speciality are also available in these classes. e.g byron, outranges marksmen. not to mention the horrible matchmaking and game mechanic issue, if you try to play 3v3s, you will be met with counters and bad randoms. in showdown, you will be met with teamers and wintraders.",game trash extremely new brawler extremely overpower new mechanic overpower brawler class like support tank overpower class suppose speciality also available class byron outrange marksman not mention horrible matchmaking game mechanic issue try play meet counter bad randoms showdown meet teamers wintraders,game | trash | extremely | new | brawler | extremely | overpower | new | mechanic | overpower | brawler | class | like | support | tank | overpower | class | suppose | speciality | also | available | class | byron | outrange | marksman | not | mention | horrible | matchmaking | game | mechanic | issue | try | play | meet | counter | bad | randoms | showdown | meet | teamers | wintraders,42,1,negative
REV00329,Google Play Store,Games - Strategy,"it's a good game and emotion for me. for last 7 years I am playing this and till now I like the changes whatever they have done. but sometimes it's feel very bad whenever I see yhere is an update, it's like 3 or 4 update in a month. I don't know what is the purpose of these many update in a single month it's very annoying to me personally.",'s good game emotion last year play till like change whatever do sometimes 's feel bad whenever see yhere update 's like update month n't know purpose many update single month 's annoy personally,'s | good | game | emotion | last | year | play | till | like | change | whatever | do | sometimes | 's | feel | bad | whenever | see | yhere | update | 's | like | update | month | n't | know | purpose | many | update | single | month | 's | annoy | personally,34,3,neutral
REV00330,Google Play Store,Games - Racing,"I became upset with the game because it exhausted me a lot when playing, and buying cards and getting a new car is very difficult. Please improve the quality of the game and add new features to it.",become upset game exhaust lot play buy card get new car difficult please improve quality game add new feature,become | upset | game | exhaust | lot | play | buy | card | get | new | car | difficult | please | improve | quality | game | add | new | feature,19,5,positive
REV00331,Google Play Store,Games - Sandbox,I like it but there is this one thing my account was gone and I tried it back and fort but it didn't work it said expired for six days six days later it still said expired for six day and another I update it two time but when updated it again wouldnt work so I deleted all the apps it says 3.2gb nedded I can't join the smp of the invisible mafia,like one thing account go try back fort n't work say expire six day six day later still say expire six day another update two time update wouldnt work delete apps say gb nedded ca n't join smp invisible mafia,like | one | thing | account | go | try | back | fort | n't | work | say | expire | six | day | six | day | later | still | say | expire | six | day | another | update | two | time | update | wouldnt | work | delete | apps | say | gb | nedded | ca | n't | join | smp | invisible | mafia,40,3,neutral
REV00332,Google Play Store,Games - MOBA,"Poorly matchmaking. Even if I play 10 games in a row, more than half I will lose the game. This is not a coincidence, I always have useless teammates. Nowadays it is even hard to play solo. I still remember when Mobile Legends early days where I can play solo without frustration like I played now. The matchmaking is terrible and getting worse.",poorly matchmaking even play game row half lose game not coincidence always useless teammate nowadays even hard play solo still remember mobile legend early day play solo without frustration like play matchmaking terrible get worse,poorly | matchmaking | even | play | game | row | half | lose | game | not | coincidence | always | useless | teammate | nowadays | even | hard | play | solo | still | remember | mobile | legend | early | day | play | solo | without | frustration | like | play | matchmaking | terrible | get | worse,35,1,negative
REV00333,Google Play Store,Games - Action RPG,Probably the Best graphics....I like this game a lot👍🏻👍🏻👍🏻but developer must focus for improvement in co op mode and it will be very helpful if we get in built translator so that we can communicate with other countries players like I am from India but many japanese chineese players don't know english.So developer must pay attention to cease this communication gap . Thanksgiving,probably best graphic like game lot thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone developer must focus improvement co op mode helpful get build translator communicate country player like india many japanese chineese player n't know english developer must pay attention cease communication gap thanksgiving,probably | best | graphic | like | game | lot | thumbs_up_light_skin_tone | thumbs_up_light_skin_tone | thumbs_up_light_skin_tone | developer | must | focus | improvement | co | op | mode | helpful | get | build | translator | communicate | country | player | like | india | many | japanese | chineese | player | n't | know | english | developer | must | pay | attention | cease | communication | gap | thanksgiving,40,4,positive
REV00334,Google Play Store,Games - Shooter,Just as terrible on mobile as it is on console/pc. The lag is so bad that hearing footsteps works half the time and damage also works half the time. Plus you still run into cheaters/hackers regardless what you play on so downloading this game will not only be waste of your time but it will also stress you out and make you go bald. I quit playing cod online over 7 years ago because you guys cant get it together and I thought I'd give mobile a try but it still shows how you guys just suck still,terrible mobile console pc lag bad hear footstep work half time damage also work half time plus still run cheater hacker regardless play download game not waste time also stress make go bald quit play cod online year ago guy cant get together think 'd give mobile try still show guy suck still,terrible | mobile | console | pc | lag | bad | hear | footstep | work | half | time | damage | also | work | half | time | plus | still | run | cheater | hacker | regardless | play | download | game | not | waste | time | also | stress | make | go | bald | quit | play | cod | online | year | ago | guy | cant | get | together | think | 'd | give | mobile | try | still | show | guy | suck | still,53,1,negative
REV00335,Google Play Store,Games - Augmented Reality,"I mean, it could be better. pokemon shouldn't stay at a gym for more than 15 days, I've seen pokémon in remote gyms sitting there for months! that's really inconvenient. Also, battling shouldn't just be a fast way to give yourself carpal tunnel. It's super boring, all you do is tap a dot until it fills, flail your finger across the screen to pop more dots, and then you go back to tapping the charge button till your finger hurts. boring and physically painful, wonderful combo niantic.",mean could better pokemon n't stay gym day 've see pokémon remote gym sit month 's really inconvenient also battle n't fast way give carpal tunnel 's super bore tap dot fill flail finger across screen pop dot go back tap charge button till finger hurt bore physically painful wonderful combo niantic,mean | could | better | pokemon | n't | stay | gym | day | 've | see | pokémon | remote | gym | sit | month | 's | really | inconvenient | also | battle | n't | fast | way | give | carpal | tunnel | 's | super | bore | tap | dot | fill | flail | finger | across | screen | pop | dot | go | back | tap | charge | button | till | finger | hurt | bore | physically | painful | wonderful | combo | niantic,52,3,neutral
REV00336,Google Play Store,Games - Strategy,"im fairly new to this game, so i can't say too much, but all i can tell you is that heroes are useless, the game is super pay-to-win, and evolutions would be a fun addition if it didn't take 500 years to collect one shard. they were given the best oppurtunity they couldve got and threw it all away for money and greed. Good job Supercell, ya killed YOURE own game.",im fairly new game ca n't say much tell hero useless game super pay win evolution would fun addition n't take year collect one shard give best oppurtunity couldve get throw away money greed good job supercell ya kill youre game,im | fairly | new | game | ca | n't | say | much | tell | hero | useless | game | super | pay | win | evolution | would | fun | addition | n't | take | year | collect | one | shard | give | best | oppurtunity | couldve | get | throw | away | money | greed | good | job | supercell | ya | kill | youre | game,41,1,negative
REV00337,Google Play Store,Games - MOBA,"The match making is so unfair, it always happen to me that the enemy's are on another level than me (ex. my rank is legend and the enemy's are on higher level, I always complain to this on the game but I think they don't solve this. I'm so pissed recently because I just stepped on mythic and my enemy's are mythical honor, glory and sometimes immortal. You guys should really fix this. Thank you",match make unfair always happen enemy 's another level ex rank legend enemy 's higher level always complain game think n't solve 'm piss recently step mythic enemy 's mythical honor glory sometimes immortal guy really fix thank,match | make | unfair | always | happen | enemy | 's | another | level | ex | rank | legend | enemy | 's | higher | level | always | complain | game | think | n't | solve | 'm | piss | recently | step | mythic | enemy | 's | mythical | honor | glory | sometimes | immortal | guy | really | fix | thank,38,1,negative
REV00338,Google Play Store,Games - Action RPG,"Originally gave genshin a 5* review back on the 12/12/2020, back when I was so immersed and in love with the game. Now, it's a 3* max. The game I once enjoyed and looked forward to playing is now only played for the sake of nostalgia (+ the money I spent). Sorry Hoyo, the moment you decided debuting Mavuika and Citlali limited banners together while adding the 30 free pulls to the rerun phase, I lost interest. There are more issues (bland char animation, no skip button,etc.) than I can type now.",originally give genshin review back back immerse love game 's max game enjoy look forward play play sake nostalgia money spend sorry hoyo moment decide debut mavuika citlali limit banner together add free pull rerun phase lose interest issue bland char animation no skip button etc type,originally | give | genshin | review | back | back | immerse | love | game | 's | max | game | enjoy | look | forward | play | play | sake | nostalgia | money | spend | sorry | hoyo | moment | decide | debut | mavuika | citlali | limit | banner | together | add | free | pull | rerun | phase | lose | interest | issue | bland | char | animation | no | skip | button | etc | type,47,3,neutral
REV00339,Google Play Store,Games - Battle Royale,"Hello PUBG Team, ‎I am a regular PUBG player and I want to share my opinion about the recent update. The new UI and the changed settings are not comfortable for many players. The old interface was simple, smooth, and easy to use, but the new one feels complicated and confusing. ‎Many players are facing difficulties in finding settings and controlling the game like before. The previous system helped us play better and enjoy the game more. ‎Please give us old interface back please .",hello pubg team regular pubg player want share opinion recent update new ui change setting not comfortable many player old interface simple smooth easy use new one feel complicate confuse many player face difficulty find setting control game like previous system help u play better enjoy game please give u old interface back please,hello | pubg | team | regular | pubg | player | want | share | opinion | recent | update | new | ui | change | setting | not | comfortable | many | player | old | interface | simple | smooth | easy | use | new | one | feel | complicate | confuse | many | player | face | difficulty | find | setting | control | game | like | previous | system | help | u | play | better | enjoy | game | please | give | u | old | interface | back | please,54,3,neutral
REV00340,Google Play Store,Games - Social Deduction,"Fix your game innersloth, everytime i join in a 1 imp server, i see some ""interesting"" names, such as ""Hxrny, Needslvt"" and much more, Theres also this weird bug i keep getting there i get the 6 ping disconnection message, (i have a good wifi) Theres daters on your app.",fix game innersloth everytime join imp server see interest name hxrny needslvt much there also weird bug keep get get ping disconnection message good wifi there daters app,fix | game | innersloth | everytime | join | imp | server | see | interest | name | hxrny | needslvt | much | there | also | weird | bug | keep | get | get | ping | disconnection | message | good | wifi | there | daters | app,28,1,negative
REV00341,Google Play Store,Games - Sandbox,"I have been playing this game for years, I deleted it back then because I thought it was getting boring. I come back and a lot has change, I'm not sure how to feel. It's nice to see the game improve its style, it's good that the lag and bugs lessened. But what I don't like about it is how it restricts me sometimes from having fun,not a big fan for these updates. ALSO, some games that I join in, my screen is vertical! instead of the normal horizontal way, why is that? I can't play!",play game year delete back think get bore come back lot change 'm not sure feel 's nice see game improve style 's good lag bug lessen n't like restrict sometimes fun not big fan update also game join screen vertical instead normal horizontal way ca n't play,play | game | year | delete | back | think | get | bore | come | back | lot | change | 'm | not | sure | feel | 's | nice | see | game | improve | style | 's | good | lag | bug | lessen | n't | like | restrict | sometimes | fun | not | big | fan | update | also | game | join | screen | vertical | instead | normal | horizontal | way | ca | n't | play,48,3,neutral
REV00342,Google Play Store,Games - Social Deduction,"used to love the game. but now when I try to play, I open the app and after not even one minute, it kicks me off the app. like, i don't know if Im banned or suspended. it doesn't tell me. not only that, I did nothing wrong. Ive cleared the cache, restarted my phone, changed Wi-Fi, nothing helps. I can't figure out what happened or why it's doing this",use love game try play open app not even one minute kick app like n't know im ban suspend n't tell not nothing wrong ive clear cache restart phone change wi fi nothing help ca n't figure happen 's,use | love | game | try | play | open | app | not | even | one | minute | kick | app | like | n't | know | im | ban | suspend | n't | tell | not | nothing | wrong | ive | clear | cache | restart | phone | change | wi | fi | nothing | help | ca | n't | figure | happen | 's,39,3,neutral
REV00343,Google Play Store,Games - Battle Royale,"I've been playing Free Fire on an emulator for 5 years. Free Fire is a great game, but since they've created a separate matchmaking pool for emulator players, my matches aren't starting in solo and duo modes in BR Rank. There are a lot of panel users in CS Rank, and even after reporting them, the Free Fire team isn't taking any action. The matchmaking in CS Rank is very unfair. Opponents have a much higher rank, while my teammates have a very low rank. please address these issues.",'ve play free fire emulator year free fire great game since 've create separate matchmaking pool emulator player match n't start solo duo mode br rank lot panel user c rank even report free fire team n't take action matchmaking c rank unfair opponent much higher rank teammate low rank please address issue,'ve | play | free | fire | emulator | year | free | fire | great | game | since | 've | create | separate | matchmaking | pool | emulator | player | match | n't | start | solo | duo | mode | br | rank | lot | panel | user | c | rank | even | report | free | fire | team | n't | take | action | matchmaking | c | rank | unfair | opponent | much | higher | rank | teammate | low | rank | please | address | issue,53,5,positive
REV00344,Google Play Store,Games - Puzzle,"Great game, but it becomes boring when its super hard to pass a level and also the extra bonusea are pointless, you are forced to pay, quite disappointing after so many years of playing, best to download another game now where you get rewarded too. Tata 👋",great game become bore super hard pas level also extra bonusea pointless force pay quite disappoint many year play best download another game get reward tata waving_hand,great | game | become | bore | super | hard | pas | level | also | extra | bonusea | pointless | force | pay | quite | disappoint | many | year | play | best | download | another | game | get | reward | tata | waving_hand,27,1,negative
REV00345,Google Play Store,Games - Battle Royale,"It's PUBG, what more do you need to know. It's the game that started the Battle Royale craze, although nowadays you can't really tell that. While the game originally was more of a realistic style of gameplay, nowadays it feels like it's trying to copy the crazy style of Fortnite. While I do applaud the fact that they finally added the M1 Garand to the game, the fact that every new piece of clothing is over the top, both in design and color palette is kind of a turn off for an old school player.",'s pubg need know 's game start battle royale craze although nowadays ca n't really tell game originally realistic style gameplay nowadays feel like 's try copy crazy style fortnite applaud fact finally add garand game fact every new piece clothe top design color palette kind turn old school player,'s | pubg | need | know | 's | game | start | battle | royale | craze | although | nowadays | ca | n't | really | tell | game | originally | realistic | style | gameplay | nowadays | feel | like | 's | try | copy | crazy | style | fortnite | applaud | fact | finally | add | garand | game | fact | every | new | piece | clothe | top | design | color | palette | kind | turn | old | school | player,50,4,positive
REV00346,Google Play Store,Games - Puzzle,I wish that I could activate the power up things just by clicking them instead of lining them up with the other things. also it kinda seems like a money trap and they really try to make you spend money. other than that its not that bad of a game.,wish could activate power thing click instead line thing also kinda seem like money trap really try make spend money not bad game,wish | could | activate | power | thing | click | instead | line | thing | also | kinda | seem | like | money | trap | really | try | make | spend | money | not | bad | game,23,3,neutral
REV00347,Google Play Store,Games - Battle Royale,":Request to Bring Back the Old PUBG Settings Hello PUBG Team, I am a regular PUBG player and I want to share my opinion about the recent update. The new UI and the changed settings are not comfortable for many players. The old interface was simple, smooth, and easy to use, but the new one feels complicated and confusing. Many players are facing difficulties in finding settings and controlling the game like before. The previous system helped us play better and enjoy the game more. We r",request bring back old pubg setting hello pubg team regular pubg player want share opinion recent update new ui change setting not comfortable many player old interface simple smooth easy use new one feel complicate confuse many player face difficulty find setting control game like previous system help u play better enjoy game,request | bring | back | old | pubg | setting | hello | pubg | team | regular | pubg | player | want | share | opinion | recent | update | new | ui | change | setting | not | comfortable | many | player | old | interface | simple | smooth | easy | use | new | one | feel | complicate | confuse | many | player | face | difficulty | find | setting | control | game | like | previous | system | help | u | play | better | enjoy | game,53,1,negative
REV00348,Google Play Store,Games - MOBA,"The game is great but there's always a issue that moontoon doesn't wanna solve, matchmaking system. this system is so bad and it is really bad. 5-10 matches U get at least 6 times bad team mates. worst thing is mythical glory rank placing in bots is crazy. It's always the roam, everytime playing one lane only, no mapping, no helping at all. if in the future the matchmaking become better idm giving 5 stars. but now, nahh it sucks, I would rather go play hok now.",game great 's always issue moontoon n't wan na solve matchmaking system system bad really bad match get least time bad team mat worst thing mythical glory rank place bot crazy 's always roam everytime play one lane no map no help future matchmaking become better idm give star nahh suck would rather go play hok,game | great | 's | always | issue | moontoon | n't | wan | na | solve | matchmaking | system | system | bad | really | bad | match | get | least | time | bad | team | mat | worst | thing | mythical | glory | rank | place | bot | crazy | 's | always | roam | everytime | play | one | lane | no | map | no | help | future | matchmaking | become | better | idm | give | star | nahh | suck | would | rather | go | play | hok,56,1,negative
REV00349,Google Play Store,Games - Sandbox,"Good game, Minecraft is my favourite game for 8 years. I can do anything that I want in Minecraft, a huge unlimited creativity game. I always waiting for the upcoming updates every month, and I hope we can get The End Update soon.",good game minecraft favourite game year anything want minecraft huge unlimited creativity game always wait upcoming update every month hope get end update soon,good | game | minecraft | favourite | game | year | anything | want | minecraft | huge | unlimited | creativity | game | always | wait | upcoming | update | every | month | hope | get | end | update | soon,24,5,positive
REV00350,Google Play Store,Games - Battle Royale,"The latest 4.3 UI update is extremely disappointing. The profile and lobby visuals look washed out, blurry, and lack color, giving it a 'cheap' and low-quality appearance. This isn't just my personal opinion; the entire gaming community on social media (Facebook/Discord) is frustrated with these changes. The design feels outdated and dull compared to previous versions. Please restore the vibrant, colorful aesthetic and fix the clarity issues in the next patch.",latest ui update extremely disappoint profile lobby visuals look wash blurry lack color give 'cheap low quality appearance n't personal opinion entire game community social medium facebook discord frustrate change design feel outdated dull compare previous version please restore vibrant colorful aesthetic fix clarity issue next patch,latest | ui | update | extremely | disappoint | profile | lobby | visuals | look | wash | blurry | lack | color | give | 'cheap | low | quality | appearance | n't | personal | opinion | entire | game | community | social | medium | facebook | discord | frustrate | change | design | feel | outdated | dull | compare | previous | version | please | restore | vibrant | colorful | aesthetic | fix | clarity | issue | next | patch,47,1,negative
